best_title	translated
车辆行驶过程中因碰撞发生了火灾。给保险公司具什么材料	起火车辆的过程中由于碰撞。
企业养老每个月交一次，需怎样办理？	企业养老金支付每月一次,需要如何处理?
个人自己怎样交养老保险？有什么商业养老保险适合打工人群的？	个人缴纳养老保险吗?
事故一方有交强险另一方没有交强险保险公司如何理赔	对方的一个意外保险不支付保险保险公司如何索赔
自己上三险与商业保险那个更核算?	三个保险和商业保险的核算?
津贴型住院医疗保险费用怎么算	如何计算津贴型住院医疗保险费用
不在护口所在地买保险,回原籍住院怎么报俏	不是在嘴巴位置购买保险,乔一个祖籍在医院如何报告
为职工购买的意外商业保险可否税前扣除？	为员工购买商业保险事故能减免吗?
交强险未过户能得到保险公司赔偿吗？	获得保险保险不能转让?
因打架被公司开除了，可以领取失业保险金吗？	公司解雇,因为战斗后,可以领取失业保险金吗?
目前保险公司针对汽车的划痕险是不是对车主有特别的要求呀？	保险公司的汽车划痕险是否对业主有特殊要求吗?
带薪休假是的年限标准是在单位的工作时间还是工龄？	带薪休假是的生活标准是工作单元或工作的时间吗?
裸车八万，各种手续都算着要多少钱，商业保险可以不买吗？	裸车八万,各种手续要多少钱,商业保险可以不买吗?
到什么部门、如何办理参加社会保险手续？	在什么部门,如何参与社会保险手续?
到什么单位可以办到刻有计划生育办公室或计划生育委员会公章的准生证	是单位能做什么刻有计划生育办公室或计划生育委员会公章ZhunShengZheng
商业保险的大病医疗保险报销后何时能再次申请	商业保险大病医疗保险报销什么时候可以再次申请
右手中间三根都断了一结算几级伤残意外险怎么赔偿	所有中间的三个打破结算几个级别的残疾保险金
大学生商业保险跟医疗保险是自愿的吗	大学生医疗保险和商业保险是自愿的
入了强险和第三者撞死了人判百分之七十赔偿,赔偿受害者24万.保险公司能赔多少	变成一个强大的保险和第三方杀人判百分之七十赔偿,赔偿240000的受害者。
公司注销社会保险后个人再怎么续交？	公司注销后的社会保险个人又如何支付?
我儿子星期天在家出了车祸学校入的保险该怎么赔偿	我的儿子出了车祸在家里周日学校保险如何补偿
晚上遇到车损怎样走快速理赔	晚上见面CheSun如何快速调整
如何进行车辆保险费返还，如何计算？	如何返回车辆保险费,如何计算?
社保能跨省转了吗？要去外地工作3-5年，有必要转保险吗？	社会保障可以跨省吗?
我是新手，汽车总刮刮碰碰，掉漆了，去喷漆得500块钱，我想报保险理赔，理赔之后，明年的保险费会涨吗	我是一个新手,车子总是刮碰,掉漆,油漆500美元,我想报保险索赔,索赔,保费明年将上升
假设买一辆15万元的汽车，车辆购置税要缴纳多少钱啊？现在车辆购置税是%几？谢谢！！	假设150000元买一辆车,车辆购置税支付多少钱?
保险缴费时间与保险合同时间不一样,以哪个为准	保险缴费时间和保险合同时间是不一样的,这为准
撞死人后,死者家属的精神损失费保险公司赔吗	事件发生后,保险公司的赔偿补偿死者家属
两机动车相撞，同等责任，我方车损较大？保险公司如何赔偿？	两个机动车相撞,平等的责任,我们CheSun大吗?
买商业医疗保险之前，需要准备哪些材料呢，麻烦不？	购买商业医疗保险之前,你需要准备什么材料,不麻烦吗?
孩子两岁了，要买什么保险比较适合	孩子两岁,适合买什么保险
保险公司是不是应该按照交警开出的罚单来理赔误工费	保险公司应当根据交通警察发布票索赔的钱
听力职业病九级能赔偿多少？一次性能赔偿多少钱？谢谢	听到这个职业水平9可以补偿多少?
在校期间被车撞到,肇事者赔偿了,保险公司应不应该再赔?	期间的学校,被车撞了,肇事者赔偿,保险公司应该赔偿吗?
无医保的人适合买哪些医疗保险	没有保险的人可以买什么适合医疗保险
如车辆事故需要理赔时交强险不能理赔,商险能正常理赔吗?	需要索赔保险不能索赔,如交通事故、保险索赔正常吗?
外资保险和中资保险哪一个更好？	外资保险和保险中国哪个更好?
小车买保险会登记车辆公里数吗？	车买保险登记车辆里程吗?
车有保险,但是临时牌照过期,请问可以上路吗	汽车保险,但临时许可证到期,请可以上路
是不是在单位自己辞职生育险就木有了	她辞职轴承单元的风险吗
保险车辆的保险金额按低于新车购置价对保险有影响吗	保险车辆保险金额根据不同的新车购置价低于保险
买了社保能不能证明是城市户口	买了社保可以证明是城市户口
保险公司会不会倒闭？商业保险靠谱吗？	保险公司会失败?
车辆事故先报警24小时内报保险公司施救费可否赔偿	交通事故报警首先24小时可以拯救他们保险公司赔偿
国内货物运输保险的保险金额如何确定？	如何确定国内货物运输保险的保险金额吗?
我的车把路人撞了保险公司赔不赔？	我的车被一个路人保险公司赔不赔?
谁知道机动车交通事故责任强制保险单是什么样的？	谁知道机动车交通事故责任强制保险单吗?
商业保险可靠吗？27岁买什么商业保险好？	商业保险是可靠的吗?
肢体2级伤残可以赔付多少钱	残疾的身体2水平能付多少钱
一定要有伤残鉴定才能拿得到交强险吗	必须有一个残疾鉴定得到保险
在工地上班受伤报了工伤,回家后农村小额意外伤害险怎么报	在一个建筑工地工作报告受伤的工伤,回家后农村小意外伤害保险
老家妈妈给我买了农村医疗保险，我还需要买商业医疗保险吗	回家妈妈给我买了一个农村医疗保险,我仍然需要购买商业医疗保险
我的全责，保险公司会给我的车理赔吗?是否可以赔现金	我的全部责任,保险公司会给我车索赔吗?
劳务派遣员工可以在什么地方交保险	劳务派遣员工可以支付保险
农村户口转到城市然后再转回农村还可以用新农合吗	农村户口的城市,然后再回到农村的农民也可以使用一个新的
上户口，做亲子鉴定，钱医疗保险可以报吗	上户口,做亲子鉴定,医疗保险可以提交给钱
商业第三者保险给理赔那些项目？例如：护理费、营养费等	商业第三者责任保险索赔这些项目吗?
五险报销的流程分别是什么？	五个保险报销流程是什么?
车子蹭成这样需要走保险吗？黑漆都蹭掉一块，	车擦到这种保险需要吗?
公司货车在装货中被插车撞碎挡风玻璃保险公司赔吗	公司卡车破碎的挡风玻璃是插在装载车辆保险公司赔偿
汽车主险和附加险是保险期内每次事故都赔偿吗	车是主险和附加险保险期间每一事故赔偿
母亲50岁，上平安什么保险好？注重保障型，保费便宜	什么是好的保险母亲50,和平?
医疗保险有什么用，每个月扣的钱和打进医保卡里的一样的	使用医疗保险,每个月扣钱和医疗保险卡相同的
请问小孩在上学的路上出了车祸,鉴定为十级伤残,学校的保险是怎样理赔的	对不起这个孩子在上学的路上发生了意外,鉴定为十级伤残,学校的保险索赔
我的车第二年了，都买什么保险好呢？？	第二年我的车,买什么保险?
交强险垫付到医院没用完得钱还需退还给保险公司吗	没有给到医院保险的支付更多的钱需要返回到保险公司吗
长期出差外面适合买什么保险	长期出差在外面买什么保险
农保和商业险有没有冲突	农业保险和商业保险如果有任何冲突
我开车撞坏别人的车和车上的货物，保险公司可以理赔吗	我是开别人的车,撞汽车产品,保险公司可以索赔
外地养老保险转回石门	外地养老保险石门
买保险应该注意什么？	买保险应该注意什么?
生育津贴，单位是否可发可不发？	生育津贴,单位可以发不发?
我想给鸡买保险,怎么买?我想给鸡买保险,怎么买?	鸡,我想买保险如何买房?
事故之后车子没有修好，保险公司已经结案，请问我现在还可以要求保险公司重新定损修车吗？	不是修理在车祸后,保险公司已经关闭了,我现在可以要求保险公司修理费用?
医疗保险和大病统筹保险一样吗？办理需要什么手续	医疗保险和重大疾病保险作为一个整体?
什么是保险中所说的“额外给付重疾”？	什么是“额外支付沉重的疾病”的保险吗?
财产险如何理赔没有发票的财产能得到赔偿吗	财产的财产索赔没有发票如何得到补偿
我无交强险与有交强险相撞保险公司怎样赔偿	我没有保险与综合保险公司如何声称相撞
商业保险索赔有无期限？	商业保险索赔下去吗?
车子报保险维修要去公安局报案吗	汽车保险服务到公安局报告
车险受损第三方可直接向保险公司索赔吗？	汽车保险损害第三方可以直接向保险公司索赔吗?
买保险必须本人签名吗	必须买保险我的签名吗
辞职后可以退保吗	辞职后投降
汽车保险怎么买最划算	如何买最便宜的汽车保险吗
机动车第三者责任险费率浮动制度有哪些内容？	机动车第三者责任保险费率浮动系统什么内容?
孩子有了学平险还需要买其他的商业儿童医疗保险吗？	孩子已经学会了平坦的风险仍然需要购买其他商业儿童健康保险吗?
摩托车交强险出了交通事故保险公司最大限额赔偿多少？对方没有死亡鉴定十级伤残，	摩托车保险的最大交通事故保险公司赔偿吗?
座位险骨折赔偿务工是出院了就不给了还是一直给到恢复好了	座位骨折风险补偿工人出院了没有给或得到恢复好
汽车保险怎样理赔，理赔是多少，理赔率是多少，谢谢	多少是汽车保险索赔,索赔,几率是多少,谢谢
怎么样才能知道单位有没有给我们交养老保险呢？	如何知道是否有单位缴纳养老保险?
自己开车发生车祸出了人命,保险公司怎样理赔	开车在一次车祸中了致命的保险公司如何索赔
无医疗保险的中年人适合买什么样的商业医疗保险	没有医疗保险适用于中年人买什么样的商业医疗保险
开车的时候碰到了石头，车门下方碰了个浅坑，这属于车损险么，保险公司理赔么？	开车时遇到的石头,下面门碰浅坑,这属于保险,保险公司索赔?
货物运输保险费是怎么计算的？	货物运输保险费是怎么计算的?
派遣工上班途中自己摔伤了，公司买了保住院怎么报销？	送工人去工作的路上他受伤,公司买了酒保在医院如何报销?
保险涉及车损一人死亡,一人受伤需要什么理赔资料	保险涉及CheSun一人死亡和受伤的另一个索赔信息的需要
商业养老保险和社会养老保险的区别有哪些？哪种好？	商业养老保险,社会养老保险的区别是什么?
私家车要买强制险,第三者责任险,划痕险要多少钱	私家车购买强制保险、第三者责任保险,尼克是多少
我妈59岁.买阳光保险防癌险,需要每年多少钱?	我的母亲59。
车辆受损保险公司如何计算需要赔付的修车件价格	如何计算车辆损失保险公司需要支付维修配件价格吗
职工生育保险申请表内的产假要写多少天是不是越多越好	职工生育保险申请表应写多少天的产假是越多越好
极短期意外伤害保险是多短,一两天吗？	非常短期意外伤害保险更短,一两天吗?
在厂里烧伤意外保险赔偿金归谁享受	烧伤事故保险金享受在工厂吗
驾车闯红灯受伤，购买了商业人身意外意外保险可以赔偿吗？	开车闯红灯被伤害,买了一个商业人身意外保险可以补偿吗?
新型农村医疗保险，重疾可以报销吧？	你可以报销新农村医疗保险,严重的疾病吗?
买了三年的保险不想买了，可以退款吗	买保险三年不想买,可以退款
农用车入什么保险好，我要入保险	农业保险是好的,我想入保险
小孩老是生病要住院适合买哪种保险?小孩住院买什么保险好?	你想要什么样的保险医院购买孩子们总是生病吗?
交强险可以延迟购买吗？	保险可以推迟购买吗?
15年城镇低保家庭怎样补交养老保险金	15年城市低收入家庭如何缴纳养老保险金
农合参保是以个人名义加入吗	农民加入和加入自己的名字
工厂违约工人能否拿到工龄补偿及失业保险	工厂工人可以默认长度补偿和失业保险
退休后，剩在医保卡里的钱咋办？	退休后,钱已经离开的医保卡吗?
66岁打工受伤九级伤残该怎样赔偿?	66岁的工作受伤的9级伤残如何索赔?
什么是万能型保险？	万能保险是什么?
57岁老人适合买什么商业保险	57岁的购买商业保险
企业医保转零活就业需要什么手续	企业的健康工作就业需要什么手续
有精神病有残疾证可以买商业保险吗?	有精神残疾可以买商业保险吗?
财产一切险能算是商业保险吗？	财产一切险可以商业保险?
外*户籍在中*重大疾病保险需要准备什么?	从* *外重大疾病保险需要准备吗?
我的车刚碰着出了一次险隔了两天又撞着了保险公司还出吗	我只是触摸汽车触及每两天风险,保险公司仍然
农村合作医疗是医保吗	农村合作医疗覆盖率
社保可以办2份吗？	社会保障可以做2份?
存款保险条例所称存款保险是指什么	存款保险法案,术语“存款保险是指
养老保险交满15年后继续交如何分配养老保险金？	养老保险缴纳满15年继续缴纳如何分配养老保险?
车祸当时只报交强险没报伤残,可以后报吗	交通事故不仅是提交给保险残疾,后可以报价
意外保险理陪报上去后，需要好久能拿到保险金。	意外保险原则后,需要很长时间才能得到保险金。
五险一金是上好？还是不上好？	五种社会保险和住房公积金是好吗?
用人单位买工伤保险最高可赔六十万包括医药费吗	用人单位工伤保险购买最多六十万包括医疗费用补偿
怎么农保越交越多了今年一百二十元一人了这个数是国家规定的吗	如何支付越来越多的农业维持一百二十元今年的几个国家规定的吗
公司为员工购买人身意外伤害保险，保险如何理赔？	公司为员工购买人身意外伤害保险,保险索赔?
买商业保险领取生存金是什么意思	你什么意思购买商业保险为生存金
我的车和别人的车撞了保险公司怎么个赔法	我的车和其他车撞了保险公司如何补偿方法
社保和商业大病医疗保险有冲突吗	社会保险和商业大病医疗保险有冲突
交通事故脸部多条伤疤,但未达到伤残级别,保险公司应不应该赔付后期治疗费用	交通事故比面部疤痕,但没有达到的水平残疾,保险公司应该赔偿支付后期治疗
旅游在不同的保险公司购买保险是几个公司都能赔付？	旅游在不同的保险公司有一些公司可以购买保险来支付吗?
类似社会医疗保险的商业保险险种，谁给具体介绍几种？	类似的社会医疗保险的商业保险,具体介绍几种谁?
如果我今年的车损险是按新车购置价来定的保费，那么明年呢？	如果我今年的报道是根据新车购置价保险费,那么明年呢?
生育保险备案要多久能生效	要多长时间才能生育保险备案生效吗
有商业保险,还能交社会社会保吗	与商业保险,也可以支付社会社会保险
在公司上班受伤不能干活公司赔损失吗?	在公司工伤不能公司赔偿损失吗?
我的车子没有年检，但是买了保险有效吗？如果被抓会罚多少钱？	我的车没有年检,但买保险的工作吗?
交24年劳动保险了,不交了行吗?需要什么证名办手续	交劳动保险的24年,不是吗?
出险看病费用哪些不能保险理赔	或摆脱危险的治疗费用,不保险索赔
汽车追尾事故没造成严重后果可否要求保险公司现金赔偿	交通事故没有造成严重的后果可以向保险公司要求赔偿的现金
大病保险的赔款是完全由商业保险公司赔还是政府和它一起赔？	大病保险赔偿是完全由商业保险公司或政府补偿支付吗?
既然交强险有浮动费率的制度，那商业险有吗？	自保险浮动汇率系统,业务风险?
境外个人可以在境内买保险吗	在中国外国个人可以购买保险
交强险对精神抚慰金怎么赔偿	情绪困扰的保险金
新车临时号牌期间被盗抢保险公司赔不赔	新汽车被盗期间临时板保险公司不赔偿补偿
目前商业保险有和社保中的医疗保险类似的吗?	当前医疗保险的商业保险和社会保险的类似吗?
车辆买的有商业险,还一定要买交强险吗?	车辆购买商业保险,但也必须买保险吗?
如果车报废了，入的全保能转到新车上吗？还是可以退啊？	如果汽车,所有的风险都可以转移到一辆新车吗?
在犹豫期退保了保险公司发来信息说三至七天钱能到帐是真的吗?	投降的犹豫期从三到七天保险公司信息到账户的钱是真的吗?
老年人重大疾病保险如何？老年人商业保险如何分类？	旧的重大疾病保险吗?
车强险应该如何赔付？商业保险又是什么？	强大的汽车保险应该如何付款?
投了意外伤害险被摩托车撞后如何向保险公司索赔	意外伤害保险的保险公司索赔后被摩托车撞了
保险公司不赔保怎么办	保险公司不支付保险
汽车消费贷款保证保险的保险费率如何确定	如何确定汽车贷款保证保险的保险费率吗
车辆没有商业保险应该受到什么行政处罚？	没有商业车辆保险行政处罚应当是什么?
买了保险,发生事故,签定十级和八级伤残应赔多少钱	买了保险,事故,十级的签署和8残疾应该补偿多少钱
出事故车在停车场了耽误验车保险公司给赔偿金吗	事故车在停车场延迟测试汽车保险公司赔偿
老板帮职工买商业意外保险给谁赔付	老板为员工购买商业意外保险赔偿
新汽车购置发票数字开多开少对保险有什么关系	新车购买发票开放不开放保险数量之间的关系是什么
大车全险的话如果撞死了人是保险公司赔钱还是自己赔钱	车一切险如果杀了一个保险公司赔钱或亏损
身份证过期了还能报销合作医疗吗?	身份证过期了合作医疗能报销吗?
车子出险后伤者起诉我要求定伤残等级我是全责对我有什么害处	汽车后或摆脱危险的伤员起诉我问将禁用评分仅仅是伤害我
个人缴纳养老，医疗保险要到哪里去交	个人缴纳养老、医疗保险支付
2万元左右的定损保险公司能赔多少	20000元费用保险公司会赔多少
汽车商业保险和强制保险有什么区别	之间的区别是什么汽车商业保险和强制保险吗
商业保险与常住地区有关系吗	保险的商业和住宅领域的关系
法院是否有权调解劳动纠纷中的养老保险问题?	法院是否有权劳动争议调解的养老保险问题?
保险有没有有一次性付款交齐,每月按时发工资的险种	保险有一次性付款气、每月保险工资准时吗
公司帮工人交五险是那五险？工人需要准备什么？	公司帮助员工支付5五个风险吗?
平安金彩人生两全这种保险年收益肯定比定存年收益高吗？	保险金生活平安满意的年收入高于存款账户年度收入吗?
货物保险中，什么是代位请求赔偿权及其效力？	货物保险,购买代和其有效性是什么?
小学生学校受伤被鉴定八级伤残是叫保险公司赔钱吗	小学损伤识别8残疾叫保险公司赔钱
金佑人生保险,如果一生中有过理赔了到老了还能领养老金不?	金你的人寿保险,如果生活索赔旧可以得到养老金吗?
泰康人寿可以审请二次理赔吗?	泰康人寿可以申请二级结算?
投保中*人寿意外伤害险，被人打伤了，能不能得到理赔	*生活事故风险,受伤,可以索赔
投保后在国外发生保险事故，保险公司是否赔付？	国外保险保险事故发生后,保险公司支付?
妇女防癌保险在平安保险公司怎么买	女性的癌症在平安保险公司如何购买保险
为什么投保的时候保单上的车价比实际高呢	当为什么保险价格高于实际的政策
在一个事故中，有多个受害者。保险公司如何赔付呢？	在一次事故中,有多个受害者。
如果一个人有了公司的团体意外险，还有必要购买个人意外险吗？	如果一个人有保险公司,需要购买人身意外保险?
华夏财富一号两全保险万能型c款的钱取不出来，怎么投拆	华夏财富养老保险1号通用型c钱取不出来,如何投诉
酒精含量百分之二十八保险公司理赔吗？	酒精含量百分之二十八的保险公司索赔?
买寿险，那个保险公司最好？那种产品好？	百思买人寿保险,保险公司?
商场买财产保险,如果遭到人为破坏,怎样索赔	购物中心购买财产保险,如果人为的破坏,如何索赔
只交养老保险和医疗保险的能领失业金吗	只能领取失业缴纳养老保险和医疗保险
农保未交够十五年可以退钱吗	农业保险15年没有支付足够的可以退款
存了一万元在新华保险红双喜,人死了能赔偿多少	存了一万元在新华保险双喜,死也不能弥补多少
平安鑫利两全保险（分红型）和平安智慧星终身寿险（万能险）都有什么权益？	鑫平安养老保险(分红)和平安明星ji-hye一生(通用)有权利吗?
撞了一个孩子,未造成伤残,单位买了第三方责任险,还需要私人赔钱吗	打一个孩子,没有造成残疾,购买第三方责任保险单位,也需要私人资金
车龄损失费计算	旧的损失计算
我没有农村合作医辽,生小孩有补贴吗	我没有农村合作医疗辽、儿童补贴
保险犹豫期怎么算的？急！	保险犹豫时间如何计算?
借款人人身意外伤害基本保险赔偿	借款人人身意外伤害保险的基本补偿
请问平安车险理赔系统与人保车险理赔系统有什么区别？	汽车保险理赔系统和维护和平,请汽车保险索赔系统的区别是什么?
车祸赔付是由保险公司直接赔付给伤者吗？	事故赔偿是由保险公司直接支付的受伤吗?
我亲人喝酒醉死只买了车险和工伤保险请问可以找他们理赔吗？	我喝酒喝死的亲戚只有买了汽车保险和工伤保险是能够找到他们的要求吗?
去年9月交的社保12月生的孩子可以报销吗?	去年9月支付社会保障的儿童出生至12月可以报销吗?
养老保险怎么自己查询缴费了吗？	养老保险如何查询过期?
养老保险每年缴四千十五年后收益是多少	养老保险是多少四千零五年之后每年收益支付吗
脱保一个月现在刚交了保险,请问是立即生效吗?续交后出了事故保险公司还管吗?	TuoBao现在仅仅一个月交保险,是立即生效,好吗?
80岁以上老人农保转社保是否可以	超过80岁的农民可以将社会保障
公司和个人缴纳养老保险15年后可以不交了么？公司会把不交的养老保险每个月给我们吗？	公司和个人缴纳养老保险15年之后,不能做的?
公司名义购买员工团体保险赔付金打到谁的账号	公司员工集体保险的名义支付到账户
什么样的理财产品适合家庭主妇，没有收入，没有任何社保、保险？？	什么样的产品适合家庭主妇,没有收入,没有社会保障,保险? ?
购买水车摩托车买了保险上了牌，请问保险生效吗？	水车摩托车购买保险卡,请问保险生效?
平安人寿保险怎么还贷款利息	平安人寿保险怎么还贷款利息
我忘记交今年的一老一小保险了,怎么办？现在交还来得及吗？	我忘记支付今年一个古老的小保险,怎么办?
怎么样才能知道自己的医保卡上有没有生育保险？	如何知道他们的生育保险医疗保险卡吗?
住院津贴险和住院医疗险有什么区别？	之间的区别是什么住院津贴保险和医院卫生保健?
农村合作医疗可以一个人一个人的交吗	农村合作医疗是一个人的手
车子报险,保险公司不派人处理怎么办？	汽车面临风险,保险公司不派人处理?
请问学生投保太平洋保险被狗咬是否可以理赔?怎么理赔?	同学,请确保太平洋保险被狗咬伤可以索赔?
单方事故，相关手续齐全，太平洋保险公司不按规定理赔，怎么办？	单边事故,完成相关手续,太平洋保险公司不依照本法规定,索赔,怎么办?
出事故后，保险公司在赔偿护理费和营养费是什么标准？补充一下，伤者家人护理和专业护理有区别吗？	发生事故后,保险公司在赔偿费用和这些款项是什么标准?
飞机延误如何索要赔偿？购票时有购买延误险~延误四个半小时~春秋航空~非天气原因延误~	飞机延迟要求赔偿吗?
如何为父母买医疗保险？	为父母购买医疗保险?
换城市工作,医疗保险是不是要重新缴纳	工作在城市,医疗保险应该再次支付
不计免赔特约险是什么责任都赔偿吗	无论什么危险的特约避免补偿赔偿责任
商业医疗保险和社保医疗保险报销时冲突吗？	商业医疗保险和社会医疗保险报销冲突?
商业补充医疗保险个人可以买吗？还是必须通过企业才能购买？	商业补充医疗保险个人可以买?
生育险是不是必须要在现单位购买满一年才可以报销呢？	生育保险是必须在目前的单位购买满一年报销吗?
异地可以买保险吗？	长途可以买保险吗?
生育保险报销是不是要产假过完	生育保险报销后产假
请问，汽车发动机特别损失险是不是就是涉水损失险?	对不起,汽车发动机特别损失险是涉水损失险?
个人买商业保险划算吗？还有就是买社保好呀？	人们购买商业保险?
工伤保险和意外伤害保险有何区别啊？	有什么区别工伤保险和意外伤害保险吗?
辞职后，养老保险如果不转移会怎么样	辞职后,养老保险转移
公司交五险一金,那么家里(农村)医保什么的还用不用交?	公司支付五种社会保险和住房公积金,所以回家(农村)卫生保健仍然使用不需要支付什么?
我车被别人追尾了，对方全责，对方保险公司定损满足不了我的要求，该怎么办	我的车被别人追尾,另一方只,保险公司不能满足我的要求,我应该做什么
家用车只买交强险可以吗？	家庭汽车只可以买保险吗?
家用小汽车交不交车船税？每年都得交吗？	不给你车家用汽车吗?
办理医保住院手续需要带什么证件	在医院医疗手续需要带什么证件
没有工作单位自有职业，怎么交养老保险，什么时候交	没有工作单位有自己的职业,如何缴纳养老保险,当支付
产假期间的保险，是个人全部承担？还是该公司承担的公司承担，个人只需要缴纳个人承担的就可以？	把所有产假保险,是一个人吗?
交车船税要带什么证明资料、该怎么交？	将支付汽车带什么证明材料,如何支付?
买保险,一定要找代理人吗,直接去保险公司买不可以吗?	购买保险,你必须找到代理,不能直接向保险公司购买吗?
如果我同时买了新农合和商业医疗保险，是不是可以同时报销的？	同时如果我买新的农业和商业医疗保险,同时可以报销吗?
外籍人士可以买中*保险吗？	外国人可以购买保险吗?
单位变更,领生育保险证明怎么写?	你如何编写单元变化,得到生育保险证书?
我的车撞了别人的车,我负全责,保险公司该怎样理赔?	我的车撞了别人的车,我承担全部责任,保险公司如何索赔?
脑动脉瘤是否属于良性脑肿瘤?是否符合保*会规定的重大疾病？保险公司赔不赔？	脑动脉瘤是良性脑瘤?
可不可以给手机买保险？	我可以买手机保险吗?
私家车能否只购买交强险而不买商业险	私家车不仅可以购买保险,但买商业保险
第三者责任险保30万还是50万，有什么区别吗？	第三方责任保险,以保护300000或500000,有什么区别呢?
公司商业保险报销能报销检查费用吗	商业保险公司赔偿可以报销来检查
车船税可以跨年交吗？不及时交的话会不会有滞纳金？	车辆和新年是吗?
我国设立保险公司，注册资本最底是多少	建立我国保险公司,注册资本是多少的底部
中国人保财险一年出两次险第二年保费怎么算?	中国保险公司一年两次的风险在第二年的保险费用如何计算?
运费险怎么用啊？我已经投保了	货运保险如何使用?
4S店定损和保险公司定损哪个好	4 s店好费和保险公司
修车花费六百元有没有必要走保险啊	如果有任何需要汽车保险费用六百元
下雨天车发动机进水，想要保险理赔有什么解决方法	汽车发动机进气在雨天,想保险索赔的解决方案
新手，如果出了交通事故走保险，先报保险公司，如果责任明确是对方责任，是不是他们报保险公司	新手,如果出了交通事故保险,首先提交给保险公司,如果责任是明确责任,如果他们提交给保险公司
车辆剐蹭保险理赔程序怎么走？	交通事故曾保险索赔手续?
建筑工如何买意外保险	建筑工人如何购买意外保险
摩托车被偷了,上牌时买了保险,可以索赔吗?	摩托车被盗,买了保险在注册过程中,您可以索赔?
50岁以上的男性买什么保险	50岁以上的人买什么保险
建筑工程一切险的理赔范围有哪些，是否每个工程保险条款都相同？	建筑工程一切险的报道什么,每个工程保险条款是否都是一样的吗?
加入城镇职工医疗保险是否还应购买重大疾病保险	参加城镇职工医疗保险是否也应该购买重大疾病保险
公司给员工购买保险是必须5种保险都买吗?还是不用买全	公司买保险是必须买5种保险?
我车子被别人撞了别人报保险赔了我我还可以报自己保险赔自己的车子吗	我的车被别人别人报保险补偿我我也可以报保险补偿自己的汽车
新车购置税怎么交	买家如何
商业医疗保险报销程序?	商业医疗保险报销程序?
职工生育保险待遇申请表怎么填写	职工生育保险待遇填写申请表
领取失业保险金过期限怎么办?谁负责,?有什么法律依据吗?	后领取失业保险金期限?
哪种商业保险可以报销生育费用	什么样的商业保险可以报销生育
通过保险代理公司买保险有什么好处？	的优势是什么,通过保险代理人购买保险吗?
撞车我全责保险公司花钱修好了，我需要额外给对方现金吗？	崩溃我花修复全部责任保险公司,另一边我需要额外的现金吗?
大学生医疗保险和大学生意外伤害保险（学平险）有什么区别？	大学生大学生医疗保险和意外伤害保险(风险研究平)有什么区别?
个人全额交养老保险划算吗	个人全额缴纳养老保险负担得起的
我工作10年能领取多少失业金,失业金是一次性领取么？	我工作十年能接收多少失业救济金,失业救济金是一次性得到了什么?
买机票就带保险了吗？还是需要额外自己买保险，有什么单据吗？	买机票和保险吗?
保险防灾防损的含义是什么？有哪些这样方法	的意义是什么防灾安全保险吗?
买商业医疗保险之前是不是要花很大一笔钱做体检	在购买商业医疗保险是要花很多钱用于医疗检查
上一年的汽车强制保险标志还有没有用啊！我弄掉了怕还有用	去年的汽车强制保险标志和没有使用!
买重大疾病保险，买10年保20年的好，还是买20年保80年的好	购买重大疾病保险,10年保养的好,20年或20年80年好
生育保险一次性补清一年的缴费之后能享受医疗保险待遇吗	生育保险一次性填满一年后支付清可以享受医疗保险待遇
50岁以上商业养老保险哪种好	50多个商业养老保险非常好
新华保险的福如东海什么保险啊？	什么幸福一样巨大的东海新华保险保险吗?
商业险和强制险不是同一个保险公司,没关系么	商业保险和强制保险保险公司不一样,没关系
社保中的医疗部分保什么?和商业保险中的意外险有无重合的地方？	医疗社会保障保险的一部分?
农村户口交成城镇社保怎么办？可以正常退吗？	农村户口在城市社会保障支付吗?
太平洋保险给在学校的学生做的保险承保的范围有哪些呢？	太平洋保险为学生在学校保险的范围是什么?
自由职业者,创业者如何购买生育保险?如何办理生育保险?生育保险的规定是什么?社区办理的要求？	自由职业者,企业家如何购买生育保险吗?
如果想通过车辆保险给车重新全车喷漆，一般应该怎么做？	如果你想要通过汽车保险汽车车漆,一般应该做什么?
做保险好吗？	有保险吗?
社保和商业大病医疗保险有冲突吗	社会保险和商业大病医疗保险有冲突
保险公估人怎么样？就业前景怎么？	保险评估员吗?
新华保险康健吉顺合同到期退换保险费吗？	新华保险适合JiShun合同退还保险费?
哪种商业保险能报销门诊费用的？？	什么样的商业保险可以报销门诊吗? ?
中国平安保险公司的钟爱一生条款是怎样的？	中国平安保险公司的爱什么样的生活方式?
意外伤残保险公司如何赔偿？意外伤残的赔付比例是多少？	如何弥补意外残疾保险公司吗?
公司替员工办理三险一金的流程是怎样的？	公司帮助员工处理三个保险的流程是什么?
交强险和商业险能分开保吗？	保险和商业保险可以保护分别吗?
保险销售技巧	保险销售技巧
下岗职工怎么买医保?	下岗工人如何购买健康保险?
学生保险理赔申请书怎么写，	学生保险索赔应用程序怎么写,
盗抢险有必要买吗？如何购买盗抢险比较划算？	被盗有必要买吗?
自费出院后单位交的医疗保险还能报销吗？怎么报销？	自费出院后单位支付医疗保险可以报销吗?
住院之前没有出示医保卡。如何办理报销。	之前没有出示医疗保险住院治疗。
我的车被撞了对方全责但我的保险以过期对方还会理赔吗	但我我的车受到全部责任保险日期彼此会索赔
